id;time;subscriber;aprefix;destination;invoice group;prefix;pbx;direction;volume/time(secs);price;free;forward;servingnetwork;reason;billed;zone
946683057;08-04-2019 13:32;4578772916;Danmark Fastnet;45699181XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;120;0,15;no;0;;0;yes;Norden (DK)
946683382;08-04-2019 13:33;46840836388;Sweden;4683478XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946684195;08-04-2019 13:36;4578772915;Danmark Fastnet;467621313XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946684800;08-04-2019 13:38;46840836389;Sweden;461011282XX;Udland;Sweden;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
946685800;08-04-2019 13:42;4578772918;Danmark Fastnet;45939593XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946686203;08-04-2019 13:43;46840836389;Sweden;47520213XX;Udland;Norway;firebrand-;ip-pstn;0;0,2;no;0;;0;yes;Norden
946686793;08-04-2019 13:45;46840836389;Sweden;47988256XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946687083;08-04-2019 13:46;4578772918;Danmark Fastnet;45396929XX;Danmark;Danmark Fastnet;firebrand-;ip-pstn;180;0,2;no;0;;0;yes;Norden (DK)
946687959;08-04-2019 13:49;46840836388;Sweden;4670960000XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946688846;08-04-2019 13:52;4578772916;Danmark Fastnet;45254548XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946689133;08-04-2019 13:52;4533456549;Danmark Fastnet;45204492XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;180;1,25;no;0;;0;yes;Norden Mobil (DK)
